19500, 448.0
19560, 453.0
19620, 461.0
19680, 593.0
19740, 481.0
19800, 444.0
19860, 371.0
19920, 409.0
19980, 374.0
20040, 312.0
20100, 265.0
20160, 271.0
20220, 299.0
20280, 326.0
20340, 373.0
20400, 473.0
20460, 493.0
20520, 400.0
20580, 363.0
20640, 366.0
20700, 427.0
20760, 434.0
20820, 450.0
20880, 794.0
20940, 2270.0
21000, 1604.0
21060, 1420.0
21120, 2004.0
21180, 2334.0
21240, 807.0
21300, 761.0
21360, 1860.0
21420, 763.0
21480, 741.0
21540, 834.0
21600, 1407.0
21660, 719.0
21720, 694.0
21780, 752.0
21840, 1382.0
21900, 864.0
21960, 957.0
22020, 1022.0
22080, 887.0
22140, 812.0
22200, 594.0
22260, 549.0
22320, 735.0
22380, 845.0
22440, 627.0
22500, 598.0
22560, 689.0
22620, 1130.0
22680, 1339.0
22740, 1404.0
22800, 2082.0
22860, 2022.0
22920, 1587.0
22980, 1693.0
23040, 1760.0
23100, 990.0
23160, 1189.0
23220, 1773.0
23280, 1287.0
23340, 1031.0
23400, 1064.0
23460, 1065.0
23520, 1262.0
23580, 1084.0
23640, 1365.0
23700, 1257.0
23760, 1351.0
23820, 1201.0
23880, 1408.0
23940, 1867.0
24000, 1294.0
24060, 1888.0
24120, 1628.0
24180, 957.0
24240, 1200.0
24300, 1149.0
24360, 1049.0
24420, 1358.0
24480, 1103.0
24540, 1455.0
24600, 1174.0
24660, 1065.0
24720, 1138.0
24780, 1492.0
24840, 1203.0
24900, 1382.0
24960, 941.0
25020, 945.0
25080, 1006.0
25140, 953.0
25200, 1054.0
25260, 828.0
25320, 1287.0
25380, 1273.0
25440, 1145.0
25500, 1520.0
25560, 881.0
25620, 1524.0
25680, 1111.0
25740, 887.0
25800, 966.0
25860, 758.0
25920, 808.0
25980, 820.0
26040, 1128.0
26100, 760.0
26160, 671.0
26220, 670.0
26280, 699.0
26340, 776.0
26400, 666.0
26460, 683.0
26520, 705.0
26580, 629.0
26640, 796.0
26700, 746.0
26760, 734.0
26820, 886.0
26880, 718.0
26940, 585.0
27000, 610.0
27060, 617.0
27120, 547.0
27180, 618.0
27240, 544.0
27300, 522.0
27360, 526.0
27420, 500.0
27480, 525.0
27540, 515.0
27600, 474.0
27660, 480.0
27720, 492.0
27780, 449.0
27840, 449.0
27900, 446.0
27960, 448.0
28020, 454.0
28080, 470.0
28140, 460.0
28200, 458.0
28260, 444.0
28320, 455.0
28380, 452.0
28440, 444.0
28500, 437.0
28560, 415.0
28620, 428.0
28680, 424.0
28740, 427.0
28800, 407.0
28860, 410.0
28920, 400.0
28980, 406.0
29040, 418.0
29100, 433.0
29160, 440.0
29220, 432.0
29280, 433.0
29340, 423.0
29400, 456.0
29460, 444.0
29520, 473.0
29580, 450.0
29640, 436.0
29700, 467.0
29760, 430.0
29820, 425.0
29880, 402.0
29940, 422.0
30000, 403.0
30060, 387.0
30120, 426.0
30180, 409.0
30240, 390.0
30300, 396.0
30360, 402.0
30420, 413.0
30480, 387.0
30540, 335.0
30600, 331.0
30660, 326.0
30720, 287.0
30780, 307.0
30840, 275.0
30900, 286.0
30960, 277.0
31020, 270.0
31080, 265.0
31140, 261.0
31200, 269.0
31260, 282.0
31320, 261.0
31380, 242.0
31440, 242.0
31500, 244.0
31560, 232.0
31620, 234.0
31680, 240.0
31740, 250.0
31800, 255.0
31860, 253.0
31920, 258.0
31980, 257.0
32040, 253.0
32100, 249.0
32160, 247.0
32220, 240.0
32280, 241.0
32340, 250.0
32400, 228.0
32460, 224.0
32520, 226.0
32580, 225.0
32640, 226.0
32700, 233.0
32760, 231.0
32820, 226.0
32880, 223.0
32940, 218.0
33000, 203.0
33060, 202.0
33120, 202.0
33180, 212.0
33240, 200.0
33300, 200.0
33360, 195.0
33420, 192.0
33480, 171.0
33540, 169.0
33600, 168.0
33660, 167.0
33720, 173.0
33780, 168.0
33840, 170.0
33900, 163.0
33960, 159.0
34020, 159.0
34080, 150.0
34140, 158.0
34200, 159.0
34260, 149.0
34320, 148.0
34380, 157.0
34440, 137.0
34500, 147.0
34560, 142.0
34620, 143.0
34680, 146.0
34740, 133.0
34800, 124.0
34860, 123.0
34920, 118.0
34980, 104.0
35040, 97.0
35100, 99.0
35160, 98.0
35220, 96.0
35280, 92.0
35340, 91.0
35400, 89.0
35460, 92.0
35520, 90.0
35580, 89.0
35640, 87.0
35700, 90.0
35760, 86.0
35820, 77.0
35880, 68.0
35940, 66.0
36000, 58.0
36060, 54.0
36120, 56.0
36180, 46.0
36240, 50.0
36300, 35.0
36360, 44.0
36420, 37.0
36480, 38.0
36540, 34.0
36600, 37.0
36660, 30.0
36720, 24.0
36780, 31.0
36840, 26.0
36900, 29.0
36960, 23.0
37020, 31.0
37080, 19.0
37140, 19.0
37200, 23.0
37260, 15.0
37320, 9.0
37380, 16.0
37440, 18.0
37500, 7.0
37560, 11.0
37620, 13.0
37680, 12.0
37740, 8.0
37800, 0.0
37860, 3.0
37920, -5.0
37980, 5.0
38040, -6.0
38100, -5.0
38160, -3.0
38220, -5.0
38280, 1.0
38340, -10.0
38400, -5.0
38460, 4.0
38520, 2.0
38580, 2.0
38640, 2.0
38700, 3.0
38760, 3.0
38820, 2.0
38880, 3.0
38940, 2.0
39000, 2.0
39060, 3.0
39120, 1.0
39180, 3.0
39240, null
39300, 3.0
39360, 4.0
39420, 2.0
39480, 0.0
39540, 3.0
39600, 4.0
39660, 3.0
39720, 3.0
39780, 4.0
39840, 3.0
39900, 0.0
39960, 3.0
40020, 1.0
40080, 2.0
40140, 1.0
40200, 3.0
40260, 4.0
40320, 3.0
40380, 4.0
40440, 2.0
40500, 4.0
40560, 4.0
40620, 2.0
40680, 3.0
40740, 3.0
40800, 3.0
40860, 4.0
40920, 1.0
40980, 3.0
41040, 1.0
41100, 3.0
41160, 3.0
41220, 2.0
41280, 2.0
41340, 3.0
41400, 3.0
41460, 2.0
41520, 4.0
41580, 3.0
41640, 5.0
41700, 3.0
41760, 2.0
41820, 2.0
41880, 3.0
41940, 3.0
42000, 2.0
