0, 7.0
60, 11.0
120, 7.0
180, 7.0
240, 8.0
300, 11.0
360, 10.0
420, 4.0
480, 6.0
540, 5.0
600, 8.0
660, 6.0
720, 9.0
780, 8.0
840, 8.0
900, 4.0
960, 4.0
1020, 11.0
1080, 3.0
1140, 4.0
1200, 15.0
1260, 4.0
1320, 13.0
1380, 9.0
1440, 13.0
1500, 15.0
1560, 5.0
1620, 5.0
1680, 11.0
1740, 10.0
1800, 5.0
1860, 12.0
1920, 4.0
1980, 13.0
2040, 4.0
2100, 5.0
2160, 6.0
2220, 10.0
2280, 7.0
2340, 5.0
2400, 5.0
2460, 5.0
2520, 12.0
2580, 12.0
2640, 5.0
2700, 11.0
2760, 6.0
2820, 7.0
2880, 12.0
2940, 29.0
3000, 37.0
3060, 45.0
3120, 46.0
3180, 41.0
3240, 35.0
3300, 35.0
3360, 40.0
3420, 25.0
3480, 23.0
3540, 18.0
3600, 16.0
3660, 14.0
3720, 19.0
3780, 20.0
3840, 32.0
3900, 29.0
3960, 35.0
4020, 36.0
4080, 44.0
4140, 42.0
4200, 45.0
4260, 45.0
4320, 55.0
4380, 50.0
4440, 44.0
4500, 49.0
4560, 42.0
4620, 38.0
4680, 31.0
4740, 41.0
4800, 34.0
4860, 40.0
4920, 39.0
4980, 43.0
5040, 44.0
5100, 39.0
5160, 54.0
5220, 64.0
5280, 76.0
5340, 90.0
5400, 95.0
5460, 103.0
5520, 116.0
5580, 130.0
5640, 137.0
5700, 144.0
5760, 156.0
5820, 161.0
5880, 195.0
5940, 228.0
6000, 266.0
6060, 288.0
6120, 302.0
6180, 319.0
6240, 322.0
6300, 325.0
6360, 279.0
6420, 335.0
6480, 343.0
6540, 272.0
6600, 248.0
6660, 241.0
6720, 227.0
6780, 268.0
6840, 312.0
6900, 330.0
6960, 336.0
7020, 347.0
7080, 365.0
7140, 351.0
7200, 374.0
7260, 388.0
7320, 460.0
7380, 355.0
7440, 359.0
7500, 454.0
7560, 736.0
7620, 790.0
7680, 827.0
7740, 725.0
7800, 826.0
7860, 506.0
7920, 503.0
7980, 424.0
8040, 486.0
8100, 426.0
8160, 409.0
8220, 432.0
8280, 581.0
8340, 697.0
8400, 498.0
8460, 491.0
8520, 414.0
8580, 470.0
8640, 624.0
8700, 678.0
8760, 575.0
8820, 801.0
8880, 336.0
8940, 239.0
9000, 204.0
9060, 212.0
9120, 256.0
9180, 278.0
9240, 332.0
9300, 381.0
9360, 428.0
9420, 751.0
9480, 1120.0
9540, null
9600, 1035.0
9660, 1995.0
9720, 1669.0
9780, 1782.0
9840, 1004.0
9900, 600.0
9960, 670.0
10020, 651.0
10080, 622.0
10140, 533.0
10200, 611.0
10260, 1412.0
10320, 1244.0
10380, 2188.0
10440, 2170.0
10500, 1637.0
10560, 2203.0
10620, 1892.0
10680, 1338.0
10740, 773.0
10800, 1592.0
10860, 1532.0
10920, 1575.0
10980, 1686.0
11040, 2198.0
11100, 2143.0
11160, 1873.0
11220, 1758.0
11280, 2041.0
11340, 1564.0
11400, 1080.0
11460, 1387.0
11520, 822.0
11580, 1426.0
11640, 1409.0
11700, 412.0
11760, 1645.0
11820, 1783.0
11880, 439.0
11940, 510.0
12000, 441.0
12060, 455.0
12120, 519.0
12180, 742.0
12240, 648.0
12300, 1699.0
12360, 2178.0
12420, 2017.0
12480, 548.0
12540, 502.0
12600, 436.0
12660, 391.0
12720, 357.0
12780, 332.0
12840, 304.0
12900, 311.0
12960, 678.0
13020, 381.0
13080, 371.0
13140, 420.0
13200, 597.0
13260, 1702.0
13320, 1036.0
13380, 2351.0
13440, 687.0
13500, 588.0
13560, 1040.0
13620, 640.0
13680, 654.0
13740, 2513.0
13800, 2578.0
13860, 1074.0
13920, 2375.0
13980, 752.0
14040, 738.0
14100, 2155.0
14160, 2607.0
14220, 2601.0
14280, 2612.0
14340, 2609.0
14400, 2515.0
14460, 2578.0
14520, 2622.0
14580, 2593.0
14640, 2548.0
14700, 2545.0
14760, 2555.0
14820, 2495.0
14880, 2470.0
14940, 2412.0
15000, 2559.0
15060, 2571.0
15120, 2568.0
15180, 2577.0
15240, 2585.0
15300, 2542.0
15360, 2524.0
15420, 2548.0
15480, 2545.0
15540, 2530.0
15600, 2526.0
15660, 2549.0
15720, 2550.0
15780, 2566.0
15840, 2560.0
15900, 1389.0
15960, 2382.0
16020, 2512.0
16080, 1884.0
16140, 829.0
16200, 2155.0
16260, 1911.0
16320, 1695.0
16380, 868.0
16440, 823.0
16500, 849.0
16560, 920.0
16620, 2404.0
16680, 667.0
16740, 1669.0
16800, 637.0
16860, 509.0
16920, 421.0
16980, 420.0
17040, 1107.0
17100, 477.0
17160, 460.0
17220, 476.0
17280, 479.0
17340, 421.0
17400, 466.0
17460, 368.0
17520, 382.0
17580, 386.0
17640, 396.0
17700, 405.0
17760, 434.0
17820, 449.0
17880, 435.0
17940, 477.0
18000, 876.0
18060, 562.0
18120, 976.0
18180, 720.0
18240, 2303.0
18300, 576.0
18360, 582.0
18420, 514.0
18480, 465.0
18540, 397.0
18600, 391.0
18660, 375.0
18720, 364.0
18780, 370.0
18840, 383.0
18900, 418.0
18960, 469.0
19020, 1953.0
19080, 481.0
19140, 428.0
19200, 495.0
19260, 480.0
19320, 507.0
19380, 492.0
19440, 475.0
